This file was created using the 202601 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199512       ,49.12       ,47.40       ,43.76       ,39.40       ,31.97      ,173.24      ,176.29      ,168.30      ,178.56      ,167.36      ,448.85      ,402.97      ,386.06      ,393.96      ,402.29     ,1003.41      ,988.54      ,950.84      ,958.19      ,897.62     ,7357.92     ,5545.36     ,8139.37     ,6820.08     ,4676.79
199601       ,49.97       ,47.33       ,44.22       ,39.56       ,32.33      ,175.62      ,176.49      ,170.24      ,185.20      ,170.13      ,454.36      ,413.55      ,391.49      ,399.40      ,405.02     ,1029.96     ,1013.03      ,960.57      ,983.06      ,927.40     ,7487.38     ,5614.15     ,8385.12     ,7042.20     ,4821.43
199602       ,49.26       ,47.27       ,44.16       ,40.44       ,32.35      ,174.20      ,179.66      ,169.61      ,187.50      ,171.78      ,455.33      ,426.93      ,390.58      ,405.01      ,406.55     ,1025.21     ,1017.23      ,977.60      ,987.32      ,942.08     ,7488.86     ,5792.35     ,8374.31     ,7114.27     ,4794.15
199603       ,50.95       ,48.70       ,45.67       ,41.33       ,32.75      ,180.71      ,186.89      ,176.46      ,193.79      ,182.03      ,479.47      ,435.79      ,401.42      ,421.37      ,422.64     ,1064.13     ,1053.57     ,1017.52     ,1020.14      ,982.39     ,7621.17     ,5895.69     ,8507.78     ,7260.56     ,4864.99
199604       ,51.36       ,49.05       ,46.98       ,41.88       ,33.34      ,179.59      ,187.71      ,181.22      ,195.94      ,184.80      ,489.20      ,452.07      ,401.07      ,425.63      ,430.21     ,1106.67     ,1070.95     ,1038.88     ,1026.58      ,993.11     ,7690.07     ,5829.63     ,8570.86     ,7446.26     ,4855.92
199605       ,51.50       ,49.18       ,47.85       ,42.11       ,33.86      ,181.91      ,190.17      ,183.21      ,197.04      ,186.31      ,499.42      ,459.69      ,409.88      ,435.14      ,432.49     ,1119.55     ,1069.99     ,1048.70     ,1048.58     ,1002.96     ,7599.37     ,5956.11     ,8667.73     ,7544.59     ,4921.53
199606       ,54.00       ,51.18       ,49.33       ,42.90       ,34.94      ,189.50      ,195.92      ,190.28      ,203.51      ,194.50      ,511.91      ,470.16      ,419.85      ,441.68      ,435.84     ,1153.76     ,1068.52     ,1060.95     ,1055.85     ,1021.69     ,7697.88     ,6123.53     ,8756.55     ,7640.20     ,4820.83
199607       ,49.96       ,51.68       ,48.33       ,43.94       ,36.70      ,202.08      ,209.66      ,210.58      ,206.26      ,208.16      ,471.22      ,475.82      ,478.77      ,475.62      ,482.66     ,1220.63     ,1194.92     ,1219.28     ,1107.07     ,1196.41     ,8727.00     ,7738.76     ,9600.40     ,6728.45     ,4984.08
199608       ,48.51       ,50.14       ,47.30       ,44.21       ,36.71      ,194.50      ,204.77      ,206.30      ,204.11      ,203.53      ,452.24      ,463.12      ,471.31      ,467.13      ,468.31     ,1201.40     ,1190.18     ,1171.89     ,1098.52     ,1175.20     ,8634.06     ,7665.75     ,9517.65     ,6634.38     ,4876.93
199609       ,48.98       ,50.85       ,47.96       ,44.55       ,37.21      ,199.09      ,207.18      ,210.48      ,207.27      ,204.91      ,463.13      ,478.77      ,480.01      ,475.79      ,473.73     ,1243.81     ,1219.41     ,1189.59     ,1117.58     ,1191.73     ,9055.58     ,7818.56     ,9734.97     ,6760.06     ,5008.10
199610       ,48.21       ,50.26       ,46.90       ,44.20       ,36.94      ,193.28      ,205.37      ,207.49      ,207.58      ,201.81      ,457.94      ,474.71      ,482.79      ,470.73      ,469.07     ,1242.54     ,1223.74     ,1178.69     ,1109.50     ,1191.09     ,9292.30     ,7949.89    ,10066.18     ,6925.46     ,5120.74
199611       ,49.22       ,51.54       ,47.69       ,45.12       ,37.47      ,198.27      ,209.88      ,212.66      ,212.47      ,204.32      ,473.70      ,489.87      ,499.11      ,486.00      ,480.23     ,1285.39     ,1260.14     ,1180.87     ,1104.91     ,1206.30     ,9467.00     ,8233.76    ,10301.41     ,7060.13     ,5134.19
199612       ,49.94       ,52.55       ,48.80       ,46.00       ,38.51      ,202.28      ,213.18      ,216.32      ,217.07      ,209.36      ,485.66      ,500.87      ,510.01      ,495.20      ,497.47     ,1340.91     ,1272.69     ,1195.09     ,1133.04     ,1261.30     ,9881.55     ,8638.99    ,10793.10     ,7519.93     ,5454.11
199701       ,50.31       ,53.51       ,49.41       ,46.97       ,39.27      ,209.45      ,214.65      ,219.39      ,221.39      ,213.83      ,489.45      ,512.28      ,523.53      ,508.22      ,518.27     ,1376.96     ,1285.47     ,1216.91     ,1167.78     ,1313.81    ,10119.20     ,8937.22    ,10810.71     ,7633.53     ,5624.03
199702       ,50.33       ,54.05       ,50.32       ,47.16       ,39.57      ,209.84      ,213.39      ,220.53      ,219.09      ,220.65      ,483.21      ,512.47      ,538.55      ,517.49      ,535.18     ,1373.83     ,1251.32     ,1205.28     ,1173.50     ,1350.75    ,10081.72     ,8695.88    ,10862.85     ,7807.75     ,5635.66
199703       ,52.39       ,55.53       ,52.02       ,48.08       ,40.10      ,211.57      ,216.51      ,221.34      ,225.04      ,224.36      ,487.00      ,512.86      ,545.76      ,521.95      ,545.32     ,1406.67     ,1251.01     ,1206.07     ,1179.47     ,1377.34    ,10181.93     ,8782.35    ,10896.03     ,7976.64     ,5644.38
199704       ,53.46       ,55.89       ,53.19       ,48.88       ,40.86      ,210.39      ,217.64      ,224.63      ,230.29      ,228.96      ,484.19      ,518.87      ,556.51      ,532.65      ,554.54     ,1396.98     ,1274.95     ,1217.73     ,1207.17     ,1413.35    ,10441.32     ,8996.43    ,11110.10     ,8227.02     ,5815.87
199705       ,52.41       ,54.17       ,51.99       ,47.83       ,40.30      ,204.17      ,212.90      ,218.64      ,222.92      ,223.55      ,469.13      ,502.86      ,542.52      ,527.72      ,542.97     ,1327.91     ,1239.45     ,1175.36     ,1179.96     ,1380.74    ,10544.97     ,9000.08    ,11254.06     ,8160.51     ,5793.65
199706       ,52.97       ,55.66       ,53.86       ,49.89       ,41.55      ,209.06      ,218.72      ,226.85      ,230.83      ,232.20      ,476.41      ,525.56      ,556.95      ,549.79      ,558.27     ,1347.27     ,1271.94     ,1209.78     ,1236.90     ,1425.46    ,11015.50     ,9327.06    ,11787.28     ,8526.30     ,6049.34
199707       ,58.04       ,56.65       ,58.07       ,50.53       ,41.46      ,261.42      ,259.99      ,260.26      ,256.32      ,255.58      ,603.67      ,622.92      ,601.73      ,645.04      ,620.35     ,1712.83     ,1658.62     ,1538.68     ,1561.06     ,1608.89    ,13975.24    ,12950.75    ,12860.31     ,9356.80     ,6911.47
199708       ,56.36       ,55.22       ,55.89       ,49.26       ,40.44      ,252.55      ,253.04      ,255.72      ,252.63      ,256.75      ,600.76      ,613.41      ,588.46      ,643.65      ,638.48     ,1720.41     ,1642.85     ,1565.54     ,1565.75     ,1665.19    ,14757.43    ,13376.72    ,13338.57     ,9669.99     ,7339.65
199709       ,57.09       ,55.86       ,55.42       ,49.35       ,40.63      ,259.79      ,255.37      ,257.37      ,255.26      ,255.61      ,599.51      ,612.19      ,586.46      ,635.96      ,629.29     ,1692.19     ,1607.38     ,1521.35     ,1524.95     ,1618.43    ,13695.28    ,12710.16    ,12418.33     ,9067.49     ,6812.28
199710       ,59.13       ,58.67       ,58.54       ,51.82       ,43.01      ,268.82      ,266.62      ,272.59      ,271.27      ,275.86      ,642.54      ,648.96      ,622.04      ,670.59      ,688.43     ,1813.45     ,1709.95     ,1634.47     ,1656.81     ,1747.95    ,15054.97    ,13886.11    ,13447.54    ,10070.94     ,7821.39
199711       ,59.50       ,58.60       ,57.89       ,51.54       ,42.96      ,265.21      ,265.25      ,267.73      ,269.48      ,274.93      ,637.70      ,647.28      ,599.39      ,659.80      ,677.59     ,1779.32     ,1654.77     ,1556.61     ,1581.35     ,1734.90    ,14313.20    ,13093.49    ,12609.52     ,9563.55     ,7492.03
199712       ,57.51       ,57.57       ,57.05       ,50.85       ,42.20      ,261.75      ,262.83      ,264.41      ,263.67      ,268.78      ,632.79      ,635.03      ,588.42      ,658.32      ,665.20     ,1804.86     ,1638.58     ,1555.44     ,1564.24     ,1716.37    ,14527.71    ,13316.84    ,12917.68     ,9619.47     ,7564.71
199801       ,57.07       ,56.24       ,55.94       ,50.08       ,41.76      ,259.23      ,257.69      ,258.67      ,262.08      ,269.40      ,629.05      ,636.71      ,593.68      ,655.59      ,688.13     ,1818.11     ,1645.94     ,1580.87     ,1533.82     ,1775.96    ,15111.06    ,13466.74    ,13369.40     ,9925.52     ,8068.86
199802       ,58.15       ,56.82       ,56.10       ,51.18       ,43.17      ,265.81      ,261.48      ,261.07      ,267.80      ,283.41      ,647.61      ,642.98      ,598.77      ,668.47      ,716.58     ,1878.92     ,1633.80     ,1590.11     ,1572.31     ,1872.31    ,16216.94    ,13924.90    ,13633.59    ,10304.37     ,8376.06
199803       ,61.65       ,59.11       ,58.20       ,53.29       ,46.20      ,282.27      ,278.79      ,275.70      ,280.12      ,306.23      ,694.58      ,673.57      ,642.05      ,720.51      ,778.20     ,1994.78     ,1785.84     ,1705.67     ,1667.59     ,2055.62    ,17525.97    ,14864.48    ,14810.99    ,11137.08     ,9111.37
199804       ,65.75       ,62.23       ,62.14       ,56.85       ,49.69      ,305.31      ,300.89      ,294.31      ,302.50      ,342.80      ,765.17      ,720.60      ,690.61      ,778.92      ,859.56     ,2140.08     ,1935.94     ,1847.52     ,1817.90     ,2261.67    ,18035.87    ,15965.20    ,15892.96    ,12342.78    ,10141.59
199805       ,70.15       ,65.31       ,64.56       ,59.07       ,51.55      ,317.32      ,310.92      ,306.51      ,314.24      ,350.24      ,798.14      ,742.27      ,718.83      ,803.44      ,873.44     ,2233.63     ,2049.53     ,1915.66     ,1883.66     ,2291.09    ,18162.16    ,16185.13    ,16478.76    ,12871.82    ,10285.20
199806       ,73.35       ,70.59       ,67.07       ,60.98       ,53.25      ,332.47      ,321.15      ,312.56      ,327.28      ,363.71      ,821.49      ,767.18      ,763.61      ,834.52      ,912.40     ,2291.83     ,2117.12     ,1957.62     ,1915.32     ,2357.39    ,18275.68    ,16699.96    ,16330.13    ,13385.30    ,10662.29
199807       ,71.32       ,75.86       ,69.83       ,64.48       ,53.41      ,347.17      ,360.79      ,373.34      ,354.46      ,345.70      ,848.94      ,892.12      ,932.91      ,905.28      ,880.39     ,2462.30     ,2417.77     ,2504.13     ,2237.21     ,2310.53    ,19488.57    ,19884.69    ,17839.38    ,13269.26    ,12643.15
199808       ,70.57       ,73.80       ,69.33       ,63.61       ,52.99      ,343.94      ,350.59      ,369.68      ,351.21      ,339.31      ,855.73      ,888.29      ,932.74      ,913.87      ,865.31     ,2523.47     ,2466.30     ,2520.57     ,2295.49     ,2308.01    ,19868.98    ,19962.71    ,18137.76    ,14172.27    ,13106.60
199809       ,62.93       ,66.32       ,61.99       ,58.47       ,48.64      ,298.30      ,309.36      ,328.02      ,310.46      ,304.84      ,748.26      ,804.37      ,826.44      ,797.57      ,753.93     ,2254.25     ,2187.70     ,2239.24     ,1998.30     ,2031.86    ,18139.83    ,17410.58    ,16046.86    ,12323.00    ,10689.55
199810       ,60.55       ,63.81       ,59.22       ,56.76       ,47.19      ,283.05      ,295.51      ,312.91      ,296.79      ,295.04      ,706.52      ,757.68      ,787.14      ,753.68      ,716.62     ,2192.01     ,2121.15     ,2114.00     ,1876.40     ,1937.14    ,17614.71    ,17148.64    ,14781.07    ,11905.98     ,9554.94
199811       ,59.97       ,63.33       ,59.24       ,57.03       ,47.07      ,286.09      ,296.78      ,311.32      ,306.38      ,300.23      ,728.65      ,796.92      ,825.49      ,791.46      ,749.22     ,2354.55     ,2270.54     ,2283.72     ,1996.92     ,2040.52    ,18951.77    ,18498.94    ,16191.21    ,12426.28    ,10599.25
199812       ,62.59       ,62.63       ,59.57       ,57.62       ,47.27      ,296.13      ,303.89      ,316.95      ,307.77      ,305.76      ,713.49      ,803.72      ,832.24      ,824.18      ,759.16     ,2459.33     ,2298.27     ,2299.36     ,2044.48     ,2151.47    ,19872.53    ,19208.80    ,17171.30    ,13221.73    ,11213.12
199901       ,63.54       ,62.09       ,59.02       ,58.00       ,47.00      ,300.35      ,305.59      ,318.42      ,308.04      ,304.22      ,723.55      ,787.30      ,831.44      ,827.50      ,767.72     ,2522.26     ,2382.15     ,2330.97     ,2098.60     ,2173.56    ,21145.45    ,20201.34    ,17587.13    ,13052.58    ,11428.37
199902       ,65.63       ,62.67       ,59.33       ,58.24       ,46.79      ,309.35      ,299.80      ,314.79      ,300.72      ,299.31      ,748.04      ,770.87      ,810.70      ,801.63      ,750.68     ,2679.75     ,2292.16     ,2250.97     ,2086.47     ,2144.84    ,21463.29    ,19152.06    ,18005.19    ,13450.72    ,11482.14
199903       ,67.48       ,61.11       ,59.02       ,58.02       ,47.24      ,315.41      ,302.40      ,312.47      ,300.68      ,294.28      ,747.52      ,770.71      ,794.39      ,796.98      ,746.85     ,2605.18     ,2206.44     ,2210.65     ,2033.87     ,2133.46    ,20703.99    ,19376.17    ,17969.03    ,12894.76    ,11075.02
199904       ,68.17       ,62.09       ,58.94       ,57.65       ,47.68      ,309.93      ,300.51      ,309.82      ,298.25      ,296.02      ,736.77      ,761.66      ,794.18      ,789.13      ,761.54     ,2537.51     ,2177.25     ,2164.74     ,1997.90     ,2116.30    ,20790.78    ,19929.02    ,18088.47    ,12536.72    ,11400.29
199905       ,69.06       ,64.30       ,60.77       ,60.28       ,49.80      ,321.60      ,314.00      ,322.47      ,306.63      ,303.11      ,754.90      ,800.53      ,814.78      ,808.88      ,803.20     ,2572.54     ,2261.42     ,2280.24     ,2053.18     ,2168.64    ,19922.37    ,21092.45    ,19331.63    ,12677.36    ,11651.54
199906       ,69.30       ,65.12       ,62.05       ,62.46       ,51.25      ,319.07      ,316.81      ,323.27      ,306.91      ,300.21      ,744.32      ,804.13      ,794.84      ,796.40      ,781.47     ,2567.60     ,2216.81     ,2210.39     ,2039.06     ,2096.75    ,19177.28    ,19753.92    ,18455.14    ,12292.43    ,10874.00
199907       ,72.00       ,74.41       ,67.57       ,66.74       ,52.04      ,401.21      ,373.37      ,374.24      ,363.44      ,363.32      ,990.98      ,896.22      ,963.38      ,950.04      ,955.14     ,2888.06     ,2676.97     ,2791.03     ,2636.97     ,2623.15    ,26140.93    ,19845.43    ,22870.56    ,14868.71    ,12471.87
199908       ,75.20       ,78.62       ,72.60       ,70.90       ,54.44      ,419.32      ,388.01      ,390.24      ,380.62      ,376.67     ,1018.68      ,948.06      ,989.50      ,997.92      ,978.13     ,2956.83     ,2762.63     ,2892.93     ,2706.91     ,2756.54    ,26131.71    ,20149.36    ,22913.15    ,15065.05    ,12819.80
199909       ,79.45       ,84.80       ,78.24       ,74.39       ,56.73      ,444.45      ,406.20      ,401.92      ,405.65      ,387.31     ,1043.76      ,996.89     ,1003.14     ,1001.78      ,993.32     ,3019.84     ,2820.95     ,2872.00     ,2736.55     ,2781.60    ,26558.61    ,20065.55    ,23176.72    ,15305.46    ,13012.82
199910       ,81.11       ,88.69       ,80.39       ,74.38       ,57.05      ,464.50      ,405.60      ,410.35      ,410.06      ,392.43     ,1047.86     ,1044.89      ,984.34      ,991.74      ,979.04     ,3021.59     ,2771.93     ,2875.22     ,2725.53     ,2759.73    ,26880.46    ,20047.30    ,22615.58    ,15277.18    ,12855.72
199911       ,81.65       ,91.20       ,80.57       ,74.54       ,57.34      ,479.96      ,406.19      ,415.82      ,407.90      ,390.40     ,1098.77     ,1093.16      ,979.26      ,963.19      ,945.95     ,3028.84     ,2698.36     ,2834.57     ,2659.65     ,2694.01    ,28348.34    ,20884.01    ,23210.75    ,15423.32    ,12822.01
199912       ,93.79       ,96.67       ,85.66       ,76.58       ,57.45      ,530.85      ,410.12      ,410.14      ,407.43      ,381.09     ,1223.52     ,1142.17      ,967.82      ,928.42      ,934.50     ,3386.68     ,2709.34     ,2852.64     ,2569.65     ,2638.59    ,29898.38    ,21425.93    ,23892.80    ,15341.99    ,12421.13
200001      ,104.24      ,104.03       ,88.64       ,79.16       ,58.65      ,599.44      ,438.25      ,424.63      ,412.30      ,381.97     ,1332.57     ,1176.80     ,1026.61      ,973.99      ,986.71     ,3892.32     ,2853.11     ,3093.48     ,2632.98     ,2843.49    ,33282.72    ,23550.78    ,26094.43    ,16714.16    ,13918.19
200002      ,112.34      ,111.43       ,93.51       ,80.66       ,58.41      ,629.37      ,454.63      ,418.62      ,397.15      ,369.36     ,1396.41     ,1160.17      ,968.36      ,927.09      ,919.47     ,3632.41     ,2692.11     ,2913.29     ,2468.88     ,2621.56    ,31905.26    ,21247.85    ,23962.11    ,15049.15    ,12034.56
200003      ,133.39      ,128.65      ,104.36       ,84.22       ,58.60      ,721.55      ,484.76      ,451.67      ,407.16      ,372.46     ,1655.04     ,1251.64     ,1004.25      ,923.65      ,916.98     ,4194.33     ,2712.24     ,3118.53     ,2439.22     ,2624.73    ,34243.14    ,22638.46    ,25406.98    ,15847.94    ,11774.86
200004      ,123.58      ,118.75       ,96.13       ,82.19       ,57.44      ,658.38      ,496.28      ,430.39      ,412.65      ,369.24     ,1580.22     ,1202.93     ,1009.86      ,926.79      ,914.96     ,4029.94     ,2743.64     ,3113.83     ,2478.17     ,2644.62    ,34391.93    ,23576.74    ,25833.51    ,16388.63    ,12143.41
200005      ,101.92      ,104.05       ,85.76       ,73.78       ,53.24      ,546.82      ,444.19      ,390.76      ,385.59      ,348.14     ,1433.04     ,1078.11      ,955.07      ,885.17      ,865.27     ,3561.99     ,2524.25     ,2958.22     ,2429.97     ,2579.66    ,33101.87    ,21997.41    ,24238.88    ,16389.16    ,11562.68
200006       ,96.33      ,102.58       ,86.51       ,74.46       ,54.89      ,521.97      ,436.13      ,397.42      ,392.28      ,358.06     ,1367.95     ,1087.44      ,971.63      ,917.15      ,888.90     ,3550.40     ,2619.04     ,3037.16     ,2481.18     ,2618.23    ,32183.82    ,22021.60    ,24727.49    ,17025.88    ,11678.69
200007      ,101.23       ,85.90       ,79.02       ,69.71       ,56.96      ,423.70      ,438.02      ,413.06      ,439.95      ,413.68     ,1060.43     ,1066.45     ,1063.58     ,1131.83     ,1054.36     ,3431.48     ,3290.68     ,3116.64     ,3198.14     ,3064.46    ,27897.41    ,34414.08    ,26144.03    ,22077.42    ,12522.34
200008       ,94.85       ,81.95       ,77.65       ,68.54       ,55.78      ,406.97      ,434.66      ,406.83      ,435.90      ,410.07     ,1054.60     ,1066.52     ,1054.90     ,1128.42     ,1043.27     ,3489.72     ,3315.95     ,3084.00     ,3195.93     ,3019.07    ,27281.64    ,33683.89    ,26131.98    ,23076.75    ,12367.72
200009       ,91.05       ,78.43       ,77.22       ,68.00       ,55.67      ,411.05      ,435.81      ,398.14      ,431.89      ,411.81     ,1085.23     ,1037.53     ,1049.03     ,1110.72     ,1040.66     ,3503.40     ,3309.30     ,3053.09     ,3186.01     ,2948.32    ,27467.10    ,32792.93    ,26257.42    ,22221.44    ,11912.97
200010       ,87.51       ,75.91       ,74.90       ,65.90       ,54.84      ,396.77      ,429.08      ,388.51      ,426.47      ,406.47     ,1010.93     ,1006.01     ,1024.00     ,1078.55     ,1013.01     ,3327.12     ,3182.11     ,3008.45     ,3072.22     ,2885.18    ,25496.95    ,31184.56    ,25602.06    ,21529.08    ,11596.27
200011       ,74.80       ,67.78       ,69.57       ,61.41       ,52.40      ,336.18      ,389.57      ,360.95      ,409.76      ,395.98      ,873.64      ,930.78      ,981.43     ,1043.35      ,981.87     ,3039.43     ,3005.27     ,2970.50     ,3076.40     ,2901.99    ,24295.51    ,31005.33    ,25753.62    ,22296.79    ,11568.39
200012       ,65.30       ,61.98       ,66.17       ,61.66       ,52.88      ,292.03      ,346.93      ,344.46      ,406.79      ,403.66      ,692.78      ,845.94      ,969.23     ,1056.73     ,1013.27     ,2667.86     ,2886.83     ,2986.97     ,3122.50     ,2981.64    ,21906.91    ,30035.69    ,25763.06    ,21229.95    ,11979.99
200101       ,66.59       ,63.05       ,68.59       ,65.81       ,56.37      ,312.34      ,367.01      ,367.55      ,437.96      ,435.36      ,750.28      ,899.09     ,1021.99     ,1159.28     ,1097.06     ,2878.17     ,3108.24     ,3237.35     ,3341.09     ,3210.49    ,19908.43    ,31436.90    ,27910.80    ,23349.68    ,12402.36
200102       ,65.26       ,65.72       ,70.54       ,67.56       ,58.20      ,315.60      ,367.29      ,384.88      ,450.41      ,451.52      ,759.80      ,896.19     ,1017.47     ,1167.91     ,1112.27     ,2924.27     ,3245.73     ,3243.02     ,3445.75     ,3219.76    ,19810.53    ,31842.16    ,27997.92    ,23466.91    ,12250.43
200103       ,61.45       ,60.39       ,67.26       ,65.11       ,57.15      ,285.88      ,335.26      ,366.91      ,447.79      ,450.64      ,646.27      ,865.71     ,1002.19     ,1157.51     ,1114.18     ,2522.94     ,3106.52     ,3139.59     ,3380.33     ,3166.44    ,15866.56    ,28859.37    ,26238.02    ,21572.61    ,11682.91
200104       ,54.74       ,54.12       ,61.61       ,58.98       ,52.68      ,240.82      ,295.16      ,332.62      ,421.86      ,416.18      ,540.71      ,745.68      ,919.46     ,1065.25     ,1024.59     ,2154.10     ,2781.30     ,2802.20     ,3075.33     ,2918.77    ,13721.36    ,26656.83    ,23884.99    ,20012.81    ,10732.41
200105       ,56.67       ,54.97       ,64.89       ,61.65       ,54.84      ,245.57      ,304.91      ,341.59      ,440.90      ,431.78      ,597.29      ,779.06      ,958.44     ,1086.94     ,1066.98     ,2393.37     ,2948.08     ,2926.23     ,3204.90     ,2912.45    ,16162.20    ,28615.55    ,25462.89    ,21499.27    ,11189.57
200106       ,52.95       ,52.23       ,62.97       ,60.64       ,54.31      ,228.52      ,294.07      ,338.06      ,428.59      ,429.30      ,569.60      ,767.96      ,933.05     ,1061.96     ,1053.41     ,2293.96     ,2896.56     ,2802.05     ,3039.73     ,2905.60    ,14822.43    ,26776.56    ,24681.76    ,20169.68    ,10665.63
200107       ,62.89       ,62.74       ,54.59       ,55.63       ,44.17      ,382.80      ,359.92      ,359.25      ,377.99      ,359.90      ,964.47     ,1035.84      ,965.40      ,994.68      ,988.84     ,3127.66     ,2923.83     ,2698.36     ,2935.93     ,2834.79    ,24859.20    ,24201.62    ,25769.49    ,14960.38    ,19185.97
200108       ,57.86       ,59.68       ,51.79       ,54.76       ,43.90      ,354.85      ,346.66      ,354.68      ,377.82      ,363.77      ,919.06     ,1025.60      ,971.16      ,986.29     ,1005.56     ,3030.80     ,2904.28     ,2640.97     ,2937.05     ,2882.31    ,24937.31    ,24127.05    ,25648.89    ,14948.01    ,19007.06
200109       ,55.06       ,58.47       ,51.51       ,55.55       ,44.58      ,347.13      ,337.81      ,360.31      ,386.61      ,368.39      ,904.63     ,1020.85      ,972.50     ,1006.81     ,1022.74     ,2886.20     ,2935.46     ,2624.12     ,2963.96     ,2949.70    ,23423.12    ,23839.41    ,24970.29    ,15383.86    ,18162.55
200110       ,43.93       ,47.45       ,43.12       ,47.15       ,39.65      ,270.76      ,279.69      ,313.73      ,331.32      ,325.28      ,723.57      ,839.51      ,834.01      ,843.92      ,882.38     ,2436.61     ,2540.17     ,2324.36     ,2552.81     ,2473.43    ,21495.99    ,21682.02    ,22163.24    ,13217.94    ,16013.71
200111       ,49.19       ,51.12       ,45.73       ,49.29       ,40.51      ,296.06      ,297.57      ,321.71      ,339.77      ,330.16      ,800.34      ,894.90      ,855.70      ,878.21      ,898.45     ,2731.02     ,2653.04     ,2372.36     ,2637.12     ,2601.54    ,22403.34    ,22159.26    ,22898.45    ,13449.75    ,16804.23
200112       ,53.29       ,55.38       ,49.60       ,52.85       ,42.19      ,317.35      ,318.63      ,339.78      ,351.42      ,339.52      ,885.00      ,946.82      ,902.37      ,929.15      ,951.36     ,2952.00     ,2829.57     ,2477.46     ,2764.91     ,2762.41    ,23484.36    ,22599.79    ,23705.97    ,13745.47    ,18423.13
200201       ,52.41       ,54.35       ,48.81       ,53.13       ,42.52      ,319.04      ,314.06      ,337.38      ,354.42      ,345.77      ,890.26      ,950.43      ,926.05      ,943.15      ,969.27     ,2924.90     ,2831.15     ,2529.40     ,2804.08     ,2821.43    ,23886.30    ,23201.02    ,24244.70    ,14182.02    ,19022.20
200202       ,50.37       ,53.43       ,47.09       ,52.00       ,42.28      ,305.26      ,298.72      ,328.65      ,342.53      ,344.01      ,852.16      ,931.60      ,908.95      ,926.31      ,978.38     ,2745.94     ,2742.35     ,2480.88     ,2752.70     ,2822.42    ,22347.48    ,22375.73    ,22799.87    ,14144.97    ,17021.23
200203       ,48.57       ,51.80       ,45.41       ,52.13       ,42.96      ,295.40      ,296.77      ,329.75      ,347.62      ,353.14      ,825.64      ,934.03      ,924.65      ,947.05     ,1010.68     ,2671.64     ,2604.15     ,2522.98     ,2818.11     ,2895.58    ,22466.26    ,22975.59    ,22921.43    ,14190.12    ,16382.45
200204       ,49.83       ,53.07       ,46.72       ,53.24       ,44.53      ,304.38      ,312.75      ,346.41      ,369.46      ,371.43      ,873.30      ,967.16      ,980.44     ,1012.02     ,1049.56     ,2837.09     ,2728.52     ,2667.13     ,2956.31     ,3014.14    ,23023.93    ,24198.46    ,24460.21    ,14781.61    ,17139.42
200205       ,47.87       ,52.62       ,46.56       ,54.31       ,46.52      ,299.48      ,315.76      ,358.76      ,386.64      ,393.30      ,837.89      ,986.90     ,1017.21     ,1044.22     ,1098.84     ,2675.00     ,2738.74     ,2720.80     ,3045.83     ,3094.39    ,21805.25    ,24718.61    ,24367.61    ,15291.64    ,16353.63
200206       ,46.93       ,52.77       ,46.74       ,56.59       ,48.58      ,293.48      ,319.40      ,367.98      ,399.96      ,408.00      ,823.76     ,1033.92     ,1029.93     ,1069.48     ,1118.69     ,2637.22     ,2791.17     ,2746.83     ,3142.42     ,3150.92    ,20707.41    ,24867.81    ,24240.77    ,15800.76    ,16435.38
200207       ,49.67       ,57.07       ,61.38       ,55.86       ,40.63      ,402.93      ,391.08      ,396.67      ,377.62      ,372.71     ,1050.40     ,1016.15     ,1107.55     ,1013.64     ,1013.82     ,2849.50     ,2803.67     ,2811.29     ,2919.64     ,2614.48    ,20081.89    ,29721.21    ,19479.38    ,14852.39    ,16791.29
200208       ,46.10       ,51.98       ,56.64       ,51.68       ,38.08      ,357.24      ,346.43      ,360.13      ,351.49      ,343.80      ,957.72      ,902.64      ,977.55      ,916.11      ,931.61     ,2538.47     ,2440.45     ,2519.78     ,2681.13     ,2374.12    ,17860.41    ,26499.80    ,17233.83    ,12798.04    ,15246.13
200209       ,43.45       ,50.62       ,55.95       ,50.89       ,37.82      ,346.47      ,337.55      ,355.65      ,350.20      ,338.24      ,928.21      ,887.50      ,984.01      ,908.72      ,922.80     ,2538.87     ,2444.65     ,2493.14     ,2670.46     ,2365.00    ,17706.50    ,26427.02    ,17319.69    ,13070.43    ,12723.93
