This file was created using the 202601 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200210       ,37.37       ,43.03       ,48.01       ,45.27       ,34.84      ,294.38      ,295.29      ,310.47      ,316.47      ,308.79      ,824.32      ,796.43      ,881.58      ,835.61      ,823.11     ,2226.49     ,2192.42     ,2225.19     ,2319.29     ,2095.92    ,16283.94    ,22908.73    ,14386.57    ,10759.01    ,10340.01
200211       ,38.05       ,43.61       ,48.28       ,45.87       ,35.47      ,308.03      ,303.60      ,318.79      ,318.29      ,314.10      ,862.78      ,829.69      ,898.62      ,850.13      ,842.12     ,2347.83     ,2305.19     ,2366.77     ,2448.08     ,2175.95    ,18116.19    ,24789.81    ,16273.82    ,11849.62    ,11474.61
200212       ,41.60       ,46.80       ,51.89       ,48.41       ,36.83      ,326.92      ,321.31      ,331.09      ,330.20      ,321.86      ,926.05      ,868.82      ,946.10      ,889.27      ,875.25     ,2500.94     ,2450.81     ,2491.32     ,2585.54     ,2244.63    ,18535.29    ,25780.48    ,17481.22    ,12805.13    ,12722.51
200301       ,39.89       ,45.84       ,50.33       ,48.70       ,37.71      ,316.63      ,318.94      ,334.95      ,340.51      ,334.69      ,855.55      ,830.66      ,967.80      ,903.69      ,903.06     ,2349.91     ,2427.08     ,2465.65     ,2554.56     ,2253.16    ,17780.65    ,25197.15    ,16645.61    ,12397.90    ,12101.86
200302       ,38.50       ,44.84       ,49.67       ,47.62       ,38.03      ,297.71      ,320.64      ,326.14      ,342.64      ,333.03      ,831.19      ,785.58      ,946.75      ,897.52      ,894.02     ,2322.73     ,2332.53     ,2406.63     ,2508.26     ,2166.47    ,16952.95    ,24008.35    ,15920.24    ,12066.85    ,12101.93
200303       ,37.09       ,43.01       ,48.36       ,45.69       ,37.18      ,282.15      ,303.67      ,315.65      ,338.03      ,326.92      ,790.56      ,761.94      ,909.22      ,881.79      ,864.31     ,2242.96     ,2185.81     ,2318.07     ,2393.75     ,2080.03    ,15991.33    ,23335.88    ,15527.38    ,11723.66    ,11748.48
200304       ,36.10       ,41.89       ,47.31       ,44.76       ,36.67      ,277.94      ,296.96      ,316.04      ,332.50      ,323.00      ,797.50      ,775.59      ,921.21      ,865.47      ,850.30     ,2249.60     ,2173.95     ,2328.74     ,2299.70     ,2082.17    ,15892.18    ,22811.50    ,14957.84    ,11496.11    ,11449.34
200305       ,40.46       ,45.44       ,53.80       ,49.37       ,40.14      ,308.62      ,330.36      ,350.54      ,367.97      ,354.30      ,896.41      ,889.54     ,1016.91      ,932.64      ,949.24     ,2499.40     ,2407.12     ,2600.98     ,2594.22     ,2316.05    ,18202.92    ,25111.82    ,17112.78    ,13186.31    ,13239.44
200306       ,45.57       ,49.91       ,59.50       ,54.69       ,44.09      ,344.70      ,363.03      ,378.95      ,399.08      ,391.07      ,942.16      ,982.12     ,1113.46     ,1023.63     ,1029.98     ,2659.58     ,2553.32     ,2834.32     ,2791.13     ,2523.03    ,19169.20    ,26806.88    ,18261.00    ,14036.84    ,14480.75
200307       ,48.82       ,58.03       ,58.35       ,56.62       ,41.21      ,392.25      ,402.16      ,386.85      ,377.53      ,381.60      ,992.31     ,1032.31      ,977.46     ,1037.58     ,1017.09     ,2742.15     ,2652.01     ,2623.89     ,2738.27     ,2774.35    ,24888.58    ,24184.98    ,17345.73    ,12337.51    ,16968.17
200308       ,49.80       ,60.43       ,60.15       ,59.08       ,43.42      ,395.28      ,406.07      ,398.07      ,387.74      ,403.03     ,1029.93     ,1029.45      ,996.08     ,1047.68     ,1058.92     ,2896.55     ,2757.23     ,2661.63     ,2845.90     ,2915.63    ,24343.39    ,24150.73    ,17905.62    ,13181.13    ,17328.01
200309       ,51.31       ,61.41       ,61.93       ,61.58       ,45.56      ,402.52      ,420.29      ,405.14      ,396.54      ,416.09     ,1056.41     ,1079.97     ,1029.16     ,1068.65     ,1103.65     ,2955.55     ,2785.23     ,2709.79     ,2918.47     ,2997.13    ,23699.50    ,24270.95    ,17518.81    ,12934.20    ,17297.13
200310       ,54.51       ,65.94       ,65.62       ,65.58       ,48.32      ,419.10      ,439.73      ,427.72      ,414.77      ,444.32     ,1102.05     ,1115.29     ,1070.91     ,1131.67     ,1155.56     ,3048.80     ,2848.72     ,2812.26     ,3030.30     ,3086.64    ,24720.95    ,25163.17    ,17764.16    ,12845.04    ,17669.66
200311       ,55.57       ,69.18       ,69.28       ,69.25       ,51.69      ,436.97      ,461.69      ,445.80      ,444.72      ,472.36     ,1177.93     ,1186.38     ,1145.20     ,1188.81     ,1234.79     ,3248.27     ,3072.90     ,2937.06     ,3214.02     ,3351.13    ,25493.94    ,26555.20    ,18975.37    ,14177.90    ,19288.11
200312       ,57.94       ,72.06       ,72.98       ,72.46       ,54.29      ,449.63      ,482.05      ,467.85      ,461.76      ,492.02     ,1202.76     ,1237.18     ,1164.34     ,1260.19     ,1310.90     ,3372.25     ,3219.10     ,3056.91     ,3382.42     ,3466.13    ,26961.23    ,27414.24    ,19761.94    ,14785.61    ,20319.09
200401       ,61.12       ,75.41       ,76.02       ,76.98       ,57.51      ,469.52      ,513.87      ,489.54      ,487.35      ,520.88     ,1270.61     ,1284.76     ,1228.20     ,1334.22     ,1385.84     ,3570.91     ,3418.87     ,3278.45     ,3509.62     ,3646.94    ,28547.11    ,30100.56    ,21276.69    ,15966.65    ,22161.72
200402       ,64.89       ,79.96       ,80.11       ,82.65       ,62.05      ,491.20      ,530.96      ,521.72      ,522.19      ,558.77     ,1313.13     ,1340.49     ,1285.84     ,1398.32     ,1460.62     ,3794.04     ,3587.96     ,3404.92     ,3553.57     ,3836.05    ,29201.10    ,29671.64    ,21920.03    ,16415.82    ,22700.24
200403       ,66.80       ,82.26       ,83.25       ,86.14       ,64.32      ,510.43      ,549.14      ,542.40      ,543.34      ,588.11     ,1353.81     ,1404.73     ,1331.72     ,1457.98     ,1527.49     ,4035.98     ,3745.92     ,3510.65     ,3677.85     ,3977.02    ,29679.30    ,31028.53    ,22362.68    ,16975.12    ,23153.56
200404       ,63.62       ,79.45       ,80.96       ,82.80       ,62.07      ,498.06      ,533.55      ,522.70      ,528.48      ,573.59     ,1308.79     ,1375.10     ,1299.99     ,1431.41     ,1483.34     ,3918.86     ,3678.53     ,3452.88     ,3606.27     ,3832.21    ,28484.85    ,30275.84    ,21514.07    ,16046.60    ,21965.63
200405       ,61.80       ,77.76       ,79.83       ,80.37       ,60.83      ,480.13      ,525.77      ,508.25      ,521.19      ,559.74     ,1293.26     ,1362.03     ,1280.63     ,1396.61     ,1460.51     ,3828.04     ,3537.89     ,3373.15     ,3537.02     ,3757.39    ,28226.90    ,29473.06    ,21141.06    ,15793.99    ,21948.89
200406       ,60.84       ,77.50       ,79.27       ,79.48       ,60.33      ,467.16      ,534.04      ,510.48      ,514.76      ,557.81     ,1331.14     ,1369.10     ,1292.91     ,1400.71     ,1467.46     ,3909.82     ,3615.99     ,3422.99     ,3499.52     ,3758.59    ,28577.42    ,30405.52    ,21216.07    ,15990.04    ,21802.94
200407       ,62.25       ,75.25       ,74.25       ,71.30       ,52.32      ,504.84      ,488.93      ,470.76      ,480.89      ,486.04     ,1294.44     ,1235.72     ,1252.76     ,1295.32     ,1242.93     ,3427.45     ,3272.30     ,3237.08     ,3178.46     ,3409.37    ,27843.48    ,28313.00    ,19455.64    ,17664.91    ,16535.54
200408       ,59.75       ,71.92       ,71.77       ,69.25       ,51.01      ,488.10      ,468.50      ,453.93      ,467.78      ,467.57     ,1238.81     ,1200.25     ,1212.11     ,1251.60     ,1210.91     ,3276.34     ,3127.62     ,3166.45     ,3016.33     ,3313.13    ,27292.22    ,27608.02    ,18941.93    ,16893.66    ,16129.83
200409       ,58.58       ,71.88       ,71.88       ,69.48       ,51.42      ,479.99      ,467.55      ,459.40      ,468.90      ,471.38     ,1228.04     ,1217.66     ,1206.22     ,1267.06     ,1227.12     ,3288.32     ,3133.15     ,3188.18     ,3022.19     ,3362.49    ,27211.96    ,27451.80    ,19420.55    ,17017.61    ,16309.19
200410       ,60.99       ,74.15       ,74.42       ,71.72       ,53.37      ,495.85      ,490.53      ,478.99      ,486.78      ,497.54     ,1300.28     ,1287.53     ,1259.15     ,1325.55     ,1284.60     ,3441.41     ,3274.31     ,3323.70     ,3134.01     ,3517.53    ,27853.94    ,28525.30    ,20377.91    ,17762.70    ,17079.88
200411       ,63.30       ,77.34       ,78.04       ,75.65       ,56.10      ,517.51      ,508.81      ,500.35      ,503.03      ,518.37     ,1408.42     ,1348.76     ,1305.82     ,1361.56     ,1328.79     ,3555.06     ,3328.19     ,3418.30     ,3221.62     ,3673.47    ,28816.40    ,29437.34    ,21342.45    ,18703.74    ,18016.56
200412       ,68.13       ,84.30       ,84.99       ,82.36       ,61.50      ,559.28      ,545.37      ,546.46      ,549.52      ,574.29     ,1517.01     ,1458.34     ,1404.64     ,1497.12     ,1439.14     ,3822.42     ,3587.88     ,3656.23     ,3512.47     ,3973.31    ,30250.71    ,31232.34    ,22822.02    ,20163.05    ,19247.19
200501       ,70.77       ,87.74       ,89.21       ,86.28       ,64.32      ,576.90      ,575.44      ,573.16      ,574.64      ,601.16     ,1554.37     ,1535.02     ,1474.87     ,1572.42     ,1520.17     ,3997.64     ,3798.70     ,3888.41     ,3681.96     ,4238.01    ,31617.18    ,31957.62    ,24265.31    ,20417.49    ,19932.45
200502       ,71.07       ,89.30       ,91.35       ,88.12       ,66.18      ,585.70      ,583.76      ,585.49      ,594.20      ,617.91     ,1534.45     ,1567.50     ,1506.56     ,1605.50     ,1555.76     ,3966.94     ,3831.52     ,3920.52     ,3711.56     ,4201.07    ,30713.90    ,31538.76    ,23765.83    ,20569.10    ,19619.01
200503       ,75.43       ,94.09       ,96.40       ,93.88       ,70.05      ,617.98      ,606.03      ,614.38      ,618.47      ,658.30     ,1628.85     ,1623.29     ,1570.09     ,1714.25     ,1652.22     ,4170.53     ,3965.97     ,4095.67     ,3953.05     ,4434.93    ,31885.12    ,33025.37    ,24634.56    ,21849.13    ,20349.81
200504       ,72.35       ,91.37       ,93.43       ,91.39       ,69.27      ,588.78      ,595.04      ,597.79      ,600.92      ,641.45     ,1569.51     ,1565.97     ,1516.64     ,1668.79     ,1591.68     ,4010.93     ,3871.31     ,3983.76     ,3783.22     ,4325.35    ,31303.17    ,31987.97    ,23863.65    ,21415.56    ,19801.96
200505       ,70.39       ,89.02       ,91.82       ,89.30       ,67.92      ,573.51      ,568.96      ,584.44      ,588.42      ,631.20     ,1486.63     ,1513.57     ,1468.47     ,1596.63     ,1549.05     ,3840.64     ,3728.37     ,3895.10     ,3587.59     ,4190.69    ,31437.85    ,31065.84    ,22705.78    ,20340.73    ,18999.16
200506       ,67.77       ,86.51       ,88.97       ,87.15       ,65.93      ,567.63      ,556.60      ,568.68      ,586.49      ,629.54     ,1451.20     ,1496.09     ,1456.92     ,1601.27     ,1546.23     ,3815.04     ,3767.15     ,3963.26     ,3608.91     ,4224.00    ,31478.29    ,30749.31    ,22460.03    ,20302.45    ,19082.61
200507       ,71.42       ,87.16       ,90.10       ,80.27       ,54.71      ,550.12      ,565.68      ,522.64      ,539.76      ,503.44     ,1424.66     ,1439.19     ,1377.61     ,1431.12     ,1352.49     ,3528.44     ,3835.63     ,3751.37     ,3417.26     ,3612.67    ,27012.63    ,25350.77    ,26513.74    ,22322.37    ,17478.08
200508       ,72.86       ,90.37       ,93.38       ,83.11       ,57.07      ,568.76      ,585.20      ,548.07      ,563.09      ,532.99     ,1520.77     ,1497.09     ,1464.74     ,1504.77     ,1400.79     ,3630.34     ,3949.89     ,3862.06     ,3621.41     ,3781.14    ,27697.23    ,26490.17    ,26396.43    ,23228.85    ,18552.45
200509       ,76.37       ,94.57       ,97.24       ,86.53       ,59.10      ,602.81      ,614.86      ,569.37      ,584.51      ,548.84     ,1579.04     ,1548.89     ,1537.64     ,1561.33     ,1457.69     ,3695.01     ,4074.50     ,3953.54     ,3741.71     ,3899.13    ,28019.20    ,27023.84    ,26659.55    ,23513.51    ,19030.12
200510       ,76.04       ,96.34       ,98.67       ,87.30       ,59.84      ,608.64      ,626.31      ,582.11      ,587.73      ,551.89     ,1617.33     ,1586.90     ,1547.44     ,1613.39     ,1481.17     ,3760.08     ,4122.18     ,4027.28     ,3882.73     ,3967.70    ,27536.14    ,27764.99    ,26743.57    ,24137.51    ,19370.31
200511       ,71.65       ,92.61       ,95.21       ,83.69       ,58.38      ,585.59      ,604.10      ,560.07      ,559.63      ,530.85     ,1523.83     ,1527.97     ,1452.08     ,1521.24     ,1418.54     ,3621.08     ,3908.15     ,3894.09     ,3718.49     ,3773.22    ,27191.29    ,26658.63    ,25718.89    ,23437.34    ,19278.12
200512       ,71.61       ,93.55       ,94.78       ,83.96       ,58.29      ,597.01      ,606.12      ,579.50      ,572.32      ,536.25     ,1567.28     ,1561.85     ,1456.62     ,1544.69     ,1465.76     ,3710.83     ,3964.59     ,3980.19     ,3807.69     ,3879.70    ,27055.34    ,26933.33    ,26335.55    ,24087.82    ,19176.50
200601       ,74.93       ,97.22       ,98.15       ,86.86       ,60.85      ,632.22      ,625.62      ,608.86      ,593.12      ,555.32     ,1654.10     ,1612.93     ,1556.34     ,1585.51     ,1541.74     ,3813.46     ,4115.19     ,4173.78     ,4002.55     ,4153.04    ,27865.88    ,27793.82    ,27612.17    ,25238.09    ,19943.00
200602       ,81.41      ,105.28      ,108.09       ,94.74       ,66.36      ,685.64      ,684.78      ,666.17      ,646.11      ,606.12     ,1808.73     ,1745.15     ,1649.15     ,1754.15     ,1690.74     ,4064.20     ,4385.22     ,4566.26     ,4391.81     ,4543.89    ,28828.73    ,29813.73    ,29043.31    ,27187.63    ,21207.15
200603       ,82.65      ,108.52      ,111.04       ,97.06       ,68.42      ,698.85      ,711.59      ,690.23      ,664.17      ,623.13     ,1825.05     ,1785.46     ,1705.29     ,1804.95     ,1748.20     ,4094.69     ,4485.50     ,4674.04     ,4484.52     ,4675.20    ,28625.55    ,29794.84    ,29433.45    ,27323.88    ,21500.79
200604       ,86.51      ,115.46      ,116.36      ,101.56       ,71.79      ,727.51      ,746.95      ,727.93      ,703.20      ,659.14     ,1916.68     ,1811.21     ,1777.99     ,1917.93     ,1880.67     ,4244.42     ,4677.13     ,4920.54     ,4729.80     ,4873.65    ,29606.59    ,31010.11    ,30093.96    ,28306.71    ,22536.65
200605       ,92.85      ,125.38      ,124.14      ,108.70       ,77.81      ,766.46      ,802.95      ,785.45      ,755.19      ,701.73     ,2068.62     ,1921.62     ,1904.30     ,2010.34     ,1972.06     ,4504.46     ,4927.17     ,5092.81     ,5042.44     ,5124.07    ,31012.88    ,32664.26    ,31508.37    ,29806.07    ,23331.86
200606       ,88.03      ,118.52      ,118.11      ,104.55       ,73.77      ,755.24      ,771.05      ,759.08      ,721.08      ,670.89     ,1937.21     ,1844.20     ,1790.07     ,1902.38     ,1879.70     ,4325.03     ,4726.00     ,4888.44     ,4772.86     ,4879.82    ,30196.45    ,31378.94    ,30255.94    ,28397.06    ,22236.25
200607       ,82.58       ,99.31      ,104.25       ,95.73       ,66.24      ,642.76      ,663.46      ,651.56      ,619.68      ,585.13     ,1646.40     ,1731.25     ,1689.69     ,1726.53     ,1569.20     ,4222.02     ,4089.21     ,4236.11     ,4272.34     ,4225.14    ,29698.02    ,25592.14    ,31412.54    ,29001.63    ,23333.39
200608       ,81.41       ,98.79      ,103.74       ,95.22       ,65.99      ,636.15      ,659.06      ,653.67      ,619.85      ,587.38     ,1605.57     ,1729.91     ,1663.73     ,1739.66     ,1598.05     ,4185.00     ,4101.30     ,4206.48     ,4313.71     ,4337.94    ,29370.81    ,26016.18    ,31971.81    ,30445.21    ,23512.32
200609       ,83.67      ,100.99      ,105.32       ,98.01       ,67.61      ,651.44      ,679.44      ,668.47      ,641.41      ,605.31     ,1665.32     ,1788.69     ,1707.32     ,1789.38     ,1664.04     ,4299.42     ,4266.42     ,4347.83     ,4418.59     ,4498.06    ,30280.78    ,26765.98    ,32459.09    ,31467.29    ,24365.69
200610       ,84.48      ,100.72      ,105.71       ,97.73       ,68.18      ,667.77      ,684.70      ,664.31      ,650.06      ,611.87     ,1663.49     ,1825.84     ,1778.44     ,1802.31     ,1688.43     ,4345.70     ,4365.69     ,4404.11     ,4466.69     ,4622.18    ,30036.74    ,27104.84    ,33042.25    ,31948.08    ,24873.00
200611       ,87.07      ,104.03      ,108.75      ,101.00       ,71.53      ,699.02      ,708.25      ,706.44      ,685.24      ,643.54     ,1717.59     ,1918.53     ,1859.75     ,1882.20     ,1777.33     ,4509.57     ,4566.95     ,4631.38     ,4663.35     ,4892.80    ,31414.47    ,28004.20    ,34538.51    ,33176.74    ,26237.13
200612       ,91.15      ,109.80      ,113.83      ,106.02       ,75.47      ,738.11      ,761.71      ,747.01      ,737.45      ,684.64     ,1813.36     ,2041.23     ,1938.87     ,1976.06     ,1900.63     ,4751.55     ,4771.71     ,4929.55     ,5013.10     ,5151.88    ,31983.67    ,29457.72    ,35738.04    ,34378.39    ,26976.93
200701       ,95.39      ,115.88      ,118.53      ,108.78       ,78.47      ,779.50      ,801.21      ,776.28      ,761.49      ,717.16     ,1889.77     ,2158.16     ,2023.80     ,2055.29     ,1998.90     ,4911.13     ,5002.74     ,5180.31     ,5329.72     ,5421.53    ,33087.41    ,30304.52    ,36850.47    ,35790.88    ,28158.13
200702       ,97.31      ,121.05      ,122.12      ,112.83       ,81.32      ,802.26      ,817.20      ,803.90      ,796.06      ,732.72     ,1905.45     ,2191.78     ,2095.42     ,2094.27     ,2051.92     ,4883.87     ,5085.79     ,5261.84     ,5349.89     ,5459.30    ,33538.93    ,30308.68    ,36744.46    ,36021.74    ,28660.32
200703       ,97.06      ,122.70      ,124.04      ,114.47       ,82.48      ,809.84      ,831.82      ,815.84      ,812.90      ,739.73     ,1908.00     ,2191.74     ,2126.18     ,2101.02     ,2063.69     ,4923.68     ,5121.89     ,5266.03     ,5312.14     ,5471.34    ,33360.13    ,30422.79    ,36239.86    ,35737.22    ,28750.87
